# real imag
-2.999040110465659067e-18 0.000000000000000000e+00
-8.896730717924668900e-19 0.000000000000000000e+00
2.472481488536975593e-17 0.000000000000000000e+00
2.886751345948129210e-01 0.000000000000000000e+00
2.472481488536975593e-17 0.000000000000000000e+00
2.886751345948129210e-01 0.000000000000000000e+00
-5.773502691896258421e-01 0.000000000000000000e+00
-8.079608424361517079e-17 0.000000000000000000e+00
-8.896730717924668900e-19 0.000000000000000000e+00
-5.773502691896258421e-01 0.000000000000000000e+00
2.886751345948129210e-01 0.000000000000000000e+00
3.124630051410416781e-17 0.000000000000000000e+00
2.886751345948129210e-01 0.000000000000000000e+00
3.124630051410416781e-17 0.000000000000000000e+00
-8.079608424361517079e-17 0.000000000000000000e+00
1.144706780673518299e-19 0.000000000000000000e+00
