# real imag
6.788528933948040605e-17 0.000000000000000000e+00
-5.563931043235368488e-19 0.000000000000000000e+00
4.580736900537190038e-19 0.000000000000000000e+00
1.220232111560734295e-18 0.000000000000000000e+00
1.278002632124345477e-19 0.000000000000000000e+00
2.587625227465986410e-18 0.000000000000000000e+00
8.563393963603582990e-19 0.000000000000000000e+00
1.868342319069516674e-18 0.000000000000000000e+00
-5.830909335345183299e-19 0.000000000000000000e+00
-1.573228254562730370e-18 0.000000000000000000e+00
-6.874664779476791875e-19 0.000000000000000000e+00
-3.514135413368256090e-18 0.000000000000000000e+00
-1.993770472034994049e-18 0.000000000000000000e+00
9.103792914585996120e-19 0.000000000000000000e+00
6.782735119592867635e-19 0.000000000000000000e+00
9.550109510257057336e-19 0.000000000000000000e+00
-2.744487381175367655e-19 0.000000000000000000e+00
-9.515698446873890320e-21 0.000000000000000000e+00
1.051843716765404926e-18 0.000000000000000000e+00
-9.634002833026369909e-19 0.000000000000000000e+00
3.963013579571999954e-19 0.000000000000000000e+00
-7.357432431710888319e-21 0.000000000000000000e+00
-9.193749020034416340e-19 0.000000000000000000e+00
1.728009941531882371e-18 0.000000000000000000e+00
-4.794939594770686516e-19 0.000000000000000000e+00
-5.749760790876811626e-19 0.000000000000000000e+00
-3.975834107471367939e-18 0.000000000000000000e+00
1.781032733824634201e-18 0.000000000000000000e+00
-6.400915741539565959e-19 0.000000000000000000e+00
3.665109136746750675e-19 0.000000000000000000e+00
5.396584264021775551e-19 0.000000000000000000e+00
-3.850235214405015887e-19 0.000000000000000000e+00
-1.934475628603752010e-19 0.000000000000000000e+00
6.248786180164193533e-20 0.000000000000000000e+00
-1.087915163312329996e-18 0.000000000000000000e+00
-8.817537444747834054e-19 0.000000000000000000e+00
7.777461086073115502e-20 0.000000000000000000e+00
-6.096974869479518574e-19 0.000000000000000000e+00
-1.841004497110963899e-18 0.000000000000000000e+00
1.798640482457845513e-18 0.000000000000000000e+00
-8.393041737839089552e-19 0.000000000000000000e+00
-3.377884762396922627e-18 0.000000000000000000e+00
-2.483080610665007915e-18 0.000000000000000000e+00
4.883492092667526658e-19 0.000000000000000000e+00
-3.222294221677756396e-18 0.000000000000000000e+00
9.821161684405761183e-19 0.000000000000000000e+00
6.120869082843755831e-19 0.000000000000000000e+00
-1.088194955435253212e-18 0.000000000000000000e+00
-7.714941663861766250e-19 0.000000000000000000e+00
-1.475005678224412918e-18 0.000000000000000000e+00
-1.696421943771522448e-18 0.000000000000000000e+00
6.323763674424521217e-19 0.000000000000000000e+00
-3.412631894138607469e-18 0.000000000000000000e+00
