# real imag
2.718476793120353040e-17 0.000000000000000000e+00
1.199562446189777553e-17 0.000000000000000000e+00
-4.437678468279016675e-18 0.000000000000000000e+00
4.052620884111028689e-19 0.000000000000000000e+00
-5.193464430575673325e-18 0.000000000000000000e+00
-4.141429518776255044e-18 0.000000000000000000e+00
-2.318160319784492918e-18 0.000000000000000000e+00
1.720039847127187343e-18 0.000000000000000000e+00
7.850141699744158837e-18 0.000000000000000000e+00
-8.148366836033715137e-18 0.000000000000000000e+00
-4.886976910270258998e-18 0.000000000000000000e+00
6.326194481654932837e-19 0.000000000000000000e+00
-2.249058496572380180e-18 0.000000000000000000e+00
2.910752740159780944e-18 0.000000000000000000e+00
2.082110665546875583e-19 0.000000000000000000e+00
-9.445895344445441604e-19 0.000000000000000000e+00
6.161006905630998359e-18 0.000000000000000000e+00
-7.409271175499310611e-18 0.000000000000000000e+00
-2.247617085224641115e-18 0.000000000000000000e+00
1.932259073466318066e-18 0.000000000000000000e+00
-1.017904808270227832e-18 0.000000000000000000e+00
1.633245019476693495e-18 0.000000000000000000e+00
5.111238578749549876e-19 0.000000000000000000e+00
9.264967007167914737e-20 0.000000000000000000e+00
-4.061740678919153752e-18 0.000000000000000000e+00
3.140201297083055105e-18 0.000000000000000000e+00
1.271220347430617041e-18 0.000000000000000000e+00
-6.102137567670470862e-19 0.000000000000000000e+00
1.263461307020024968e-18 0.000000000000000000e+00
-9.273477027427552039e-19 0.000000000000000000e+00
4.921993523213631110e-19 0.000000000000000000e+00
-2.456708675438012933e-18 0.000000000000000000e+00
-2.188226034600560710e-17 0.000000000000000000e+00
-5.310104497167293012e-18 0.000000000000000000e+00
4.768744830044067563e-20 0.000000000000000000e+00
-5.580030215050918931e-19 0.000000000000000000e+00
-2.927955717479347246e-18 0.000000000000000000e+00
1.127027298979200943e-18 0.000000000000000000e+00
6.901928978012845292e-19 0.000000000000000000e+00
-2.267290914490623328e-19 0.000000000000000000e+00
-4.761293950038088606e-18 0.000000000000000000e+00
-3.573950860934051363e-19 0.000000000000000000e+00
-8.790352549970030352e-19 0.000000000000000000e+00
1.619197177936298546e-19 0.000000000000000000e+00
-1.198220101174177084e-18 0.000000000000000000e+00
2.043018481673909190e-18 0.000000000000000000e+00
4.789497377885519094e-19 0.000000000000000000e+00
-1.029205582186098386e-18 0.000000000000000000e+00
-5.866987654902747648e-18 0.000000000000000000e+00
2.620949102406557358e-18 0.000000000000000000e+00
1.447594761617421919e-19 0.000000000000000000e+00
-1.503590804112221870e-19 0.000000000000000000e+00
-1.371889703401551060e-19 0.000000000000000000e+00
-9.257582871524765757e-19 0.000000000000000000e+00
-1.270409192208839625e-18 0.000000000000000000e+00
-1.327992872700786308e-18 0.000000000000000000e+00
2.952820082693641750e-18 0.000000000000000000e+00
-7.780999364267394814e-19 0.000000000000000000e+00
1.721038124577238157e-18 0.000000000000000000e+00
1.865022106820532766e-18 0.000000000000000000e+00
2.013774494096133546e-18 0.000000000000000000e+00
1.365566356811709548e-18 0.000000000000000000e+00
9.074931470006552671e-20 0.000000000000000000e+00
7.820809526703642681e-18 0.000000000000000000e+00
-1.442866003559240757e-17 0.000000000000000000e+00
-2.766184563981221058e-18 0.000000000000000000e+00
-3.515095531517263991e-18 0.000000000000000000e+00
2.540097237686889939e-18 0.000000000000000000e+00
