# real imag
1.380889450765971704e-17 0.000000000000000000e+00
-4.779941878378349274e-01 0.000000000000000000e+00
4.779941878378349829e-01 0.000000000000000000e+00
-1.444644516526174821e-17 0.000000000000000000e+00
4.779941878378349829e-01 0.000000000000000000e+00
-1.444644516526174821e-17 0.000000000000000000e+00
-1.947999449569742803e-01 0.000000000000000000e+00
-5.047818455163024381e-02 0.000000000000000000e+00
-4.779941878378349274e-01 0.000000000000000000e+00
1.947999449569744468e-01 0.000000000000000000e+00
-1.444644516526174821e-17 0.000000000000000000e+00
5.047818455163039647e-02 0.000000000000000000e+00
-1.444644516526174821e-17 0.000000000000000000e+00
5.047818455163039647e-02 0.000000000000000000e+00
-5.047818455163024381e-02 0.000000000000000000e+00
-9.169820119205920574e-19 0.000000000000000000e+00
